,SHIPMENT ID,CUSTOMER,DISTANCE,CASES,WEIGHT,VOLUME,SOURCE LOCATION ID,ORIGIN NAME,ORIGIN CITY,ORIGIN STATE,ORIGIN ZIP,DEST LOCATION ID,CONSIGNEE NAME,DEST CITY,DEST STATE,DEST ZIP,ACTUAL CARRIER,ACTUAL MODE,ACTUAL EQUIP,LINEHAUL COSTS,FUEL COSTS,ACC. COSTS,TOTAL ACTUAL COST,PU_APPT,DL_APPT,PU_ARRIVAL (X3),PU_DEPARTED (AF),DL_ARRIVAL (X1),DL_DEPARTED (D1)
7120,MTNORAM.B21113M00810,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 13:47,4/26/2021 15:47,NO EVENT,NO EVENT
7121,MTNORAM.B21113M00812,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/30/2021 0:00,4/26/2021 11:26,4/26/2021 13:26,NO EVENT,NO EVENT
7122,MTNORAM.B21113M00811,-8.13096E+17,626.8,1440,44236.8,14.4,2.57806E+18,-1.19375E+18,RELAY,MD,21227,-6.04929E+18,-5.75411E+18,PLAINFIELD,IL,60544,-2.79537E+18,MTNORAM.INTERMODAL,MTNORAM.53DV,558,128.34,75,761.34,4/26/2021 0:00,4/29/2021 0:00,4/26/2021 8:50,4/26/2021 10:50,NO EVENT,NO EVENT
7123,MTNORAM.B21113M00813,-6.37921E+18,582.4,127,24986,2122.4,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,2.63396E+18,7.01583E+18,JACKSONVILLE,FL,32204-2729,4.65801E+18,MTNORAM.TL,MTNORAM.53DV,1077.44,180.54,0,1257.98,4/27/2021 13:04,4/29/2021 0:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7124,MTNORAM.B21113M00814,-6.37921E+18,1448.56,60,18671.4,2117.54,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-6.18703E+18,-6.66031E+18,PHOENIX,AZ,85043-4413,-1.73523E+18,MTNORAM.TL,MTNORAM.53DV,2729.87,532.24,0,3262.11,4/26/2021 23:04,4/28/2021 11:04,4/26/2021 18:16,NO EVENT,NO EVENT,NO EVENT
7125,MTNORAM.B21113M00815,8.24222E+18,514.74,0,16974.95,2190.94,3.61585E+18,-1.68032E+18,YORK,PA,17406,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,-8.31517E+17,MTNORAM.TL,MTNORAM.53RF,1695,226.59,0,1921.59,4/26/2021 10:00,4/27/2021 1:00,4/26/2021 10:00,4/26/2021 12:00,4/27/2021 1:00,4/27/2021 3:00
7126,MTNORAM.B21113M00816,8.24222E+18,25.73,26,2805.19,0,-4.64285E+18,3.16795E+18,KNOXVILLE,TN,37922,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,6.19145E+16,MTNORAM.TL,MTNORAM.53RF,390,12.52,0,402.52,4/26/2021 11:00,4/26/2021 12:30,4/26/2021 13:20,NO EVENT,NO EVENT,NO EVENT
7127,MTNORAM.B21113M00817,8.24222E+18,32.1,104,15490.98,269.04,-4.64285E+18,3.16795E+18,KNOXVILLE,TN,37922,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,6.19145E+16,MTNORAM.TL,MTNORAM.53RF,390,12.52,0,402.52,4/26/2021 9:30,4/26/2021 11:30,4/26/2021 7:33,NO EVENT,NO EVENT,NO EVENT
7128,MTNORAM.B21113M00818,8.24222E+18,25.73,187,51120,0,-4.64285E+18,3.16795E+18,KNOXVILLE,TN,37922,-1.40318E+18,-7.77469E+18,VONORE,TN,37885,6.19145E+16,MTNORAM.TL,MTNORAM.53RF,390,12.52,0,402.52,4/26/2021 15:00,4/26/2021 17:00,4/26/2021 10:44,NO EVENT,NO EVENT,NO EVENT
7129,MTNORAM.B21113M00819,-6.37921E+18,806.1,152,5321,462.63,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,4.07907E+18,-3.72959E+18,OMAHA,NE,68137-1146,-6.5907E+18,MTNORAM.TL,MTNORAM.53DV,3000,0,0,3000,4/27/2021 13:04,4/29/2021 1:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7130,MTNORAM.B21113M00820,-6.37921E+18,1428.11,40,16514,2105.81,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,-1.67667E+18,-5.82465E+18,GILBERT,AZ,85233-2276,-1.73523E+18,MTNORAM.TL,MTNORAM.53DV,2638.29,514.38,0,3152.67,4/28/2021 11:04,4/29/2021 23:04,4/28/2021 6:59,NO EVENT,NO EVENT,NO EVENT
7131,MTNORAM.B21113M00821,8.24222E+18,173,0,294.1,59.77,2.30774E+18,2.50984E+18,VONORE,TN,37885,4.47665E+17,4.75289E+18,LAGRANGE,GA,30241,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/28/2021 5:04,4/27/2021 18:49,4/27/2021 18:50,NO EVENT,NO EVENT
7132,MTNORAM.B21113M00826,8.24222E+18,653.77,0,276.8,56.25,2.30774E+18,2.50984E+18,VONORE,TN,37885,6.42538E+18,-3.34711E+18,OTTAWA,KS,66067,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 23:04,5/1/2021 5:05,4/27/2021 19:16,4/27/2021 20:15,NO EVENT,NO EVENT
7133,MTNORAM.B21113M00822,8.24222E+18,862.89,0,259.5,52.73,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.75739E+18,7.91569E+18,RAYMOND,NH,3077,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 8:04,4/27/2021 18:51,4/27/2021 18:52,NO EVENT,NO EVENT
7134,MTNORAM.B21113M00824,8.24222E+18,534.27,0,259.5,52.73,2.30774E+18,2.50984E+18,VONORE,TN,37885,9.20388E+18,1.97012E+18,SMYRNA,DE,19977,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 4:04,4/27/2021 18:48,4/27/2021 18:49,NO EVENT,NO EVENT
7135,MTNORAM.B21113M00825,8.24222E+18,599.32,0,138.4,28.13,2.30774E+18,2.50984E+18,VONORE,TN,37885,1.7398E+18,2.76526E+18,FORT PIERCE,FL,34981,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 4:04,4/27/2021 18:52,4/27/2021 18:53,NO EVENT,NO EVENT
7136,MTNORAM.B21113M00823,8.24222E+18,489.57,0,346,70.31,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.08098E+18,8.52556E+18,SPRING VALLEY,IL,61362,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,108.98,13.51,0,122.5,4/27/2021 23:04,4/29/2021 5:04,4/27/2021 19:16,4/27/2021 19:16,NO EVENT,NO EVENT
7137,MTNORAM.B21113M00834,8.24222E+18,404.63,0,173,35.16,2.30774E+18,2.50984E+18,VONORE,TN,37885,5.5442E+18,-7.66331E+18,ALACHUA,FL,32615,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 4:04,4/27/2021 18:51,4/27/2021 18:52,NO EVENT,NO EVENT
7138,MTNORAM.B21113M00832,8.24222E+18,259.41,0,311.4,63.28,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.21301E+18,4.10753E+18,SEYMOUR,IN,47274,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 2:04,4/28/2021 22:04,4/26/2021 22:45,4/26/2021 22:46,4/28/2021 18:39,4/28/2021 18:40
7139,MTNORAM.B21113M00828,8.24222E+18,495.21,0,155.7,31.64,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.01894E+17,2.90193E+18,BROOKSVILLE,FL,34602,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 2:04,4/29/2021 4:04,4/26/2021 22:45,4/26/2021 22:46,NO EVENT,NO EVENT
7140,MTNORAM.B21113M00829,8.24222E+18,436.89,0,259.5,52.73,2.30774E+18,2.50984E+18,VONORE,TN,37885,-1.65741E+17,6.90846E+18,SEARCY,AR,72143,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 5:04,4/27/2021 18:16,4/27/2021 19:13,NO EVENT,NO EVENT
7141,MTNORAM.B21113M00835,8.24222E+18,180.21,0,536.3,108.98,2.30774E+18,2.50984E+18,VONORE,TN,37885,-4.51136E+18,8.36711E+18,CULLMAN,AL,35055,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/28/2021 5:04,4/27/2021 18:45,4/27/2021 18:46,NO EVENT,NO EVENT
7142,MTNORAM.B21113M00827,8.24222E+18,142.1,0,276.8,56.25,2.30774E+18,2.50984E+18,VONORE,TN,37885,6.76398E+18,-1.63729E+18,SHELBY,NC,28150,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 2:04,4/28/2021 23:04,4/26/2021 22:45,4/26/2021 22:46,4/28/2021 19:06,4/28/2021 19:07
7143,MTNORAM.B21113M00833,8.24222E+18,211.51,0,397.9,80.86,2.30774E+18,2.50984E+18,VONORE,TN,37885,8.74665E+18,-3.15481E+18,HOPKINSVILLE,KY,42240,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 23:04,4/28/2021 6:04,4/27/2021 19:16,4/27/2021 19:16,NO EVENT,NO EVENT
7144,MTNORAM.B21113M00830,8.24222E+18,283.56,0,363.3,73.83,2.30774E+18,2.50984E+18,VONORE,TN,37885,7.91477E+18,8.93147E+18,DOUGLAS,GA,31533,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/28/2021 5:04,4/27/2021 18:50,4/27/2021 18:51,NO EVENT,NO EVENT
7145,MTNORAM.B21113M00831,8.24222E+18,292.5,0,311.4,63.28,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.51155E+18,7.84602E+18,HOPE MILLS,NC,28348,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,104.15,12.91,0,117.06,4/27/2021 22:04,4/29/2021 4:04,4/27/2021 18:48,4/27/2021 18:49,NO EVENT,NO EVENT
7146,MTNORAM.B21113M00836,-8.13096E+17,1729.43,140,4821.6,1.4,4.33058E+18,-5.75411E+18,PLAINFIELD,IL,60544,2.39689E+18,1.30209E+17,PORTLAND,OR,97222,-4.52962E+18,MTNORAM.LTL,MTNORAM.53DV,855.16,122.29,0,977.45,4/26/2021 0:00,5/3/2021 20:05,4/27/2021 18:20,4/27/2021 19:11,NO EVENT,NO EVENT
7147,MTNORAM.B21113M00837,-6.37921E+18,593.4,112,22814,2186.78,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,4.26433E+18,3.2125E+18,JACKSONVILLE,FL,32207-5582,1.09415E+18,MTNORAM.TL,MTNORAM.53DV,1548.77,183.95,0,1732.73,4/24/2021 20:04,4/27/2021 0:04,4/24/2021 13:48,4/24/2021 15:04,NO EVENT,NO EVENT
7148,MTNORAM.B21113M00839,3.85377E+18,984.38,5,690.6,30.5,-4.21002E+18,-2.6417E+17,MEMPHIS,TN,38118,-2.03413E+18,-5.37359E+18,BISMARCK,ND,58504,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,212.41,30.37,0,242.79,4/23/2021 22:04,5/3/2021 23:05,4/23/2021 17:11,4/23/2021 18:19,NO EVENT,NO EVENT
7149,MTNORAM.B21113M00840,-6.37921E+18,616.31,0,27131,2289.7,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-1.76174E+18,3.02307E+18,AKRON,OH,44305,-5.01736E+18,MTNORAM.TL,MTNORAM.53DV,1682.23,227.73,0,1909.96,4/28/2021 10:04,4/29/2021 13:04,4/26/2021 10:59,4/26/2021 12:07,NO EVENT,NO EVENT
7150,MTNORAM.B21113M00840,-6.37921E+18,616.31,0,27131,2289.7,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-1.76174E+18,3.02307E+18,AKRON,OH,44305,-5.01736E+18,MTNORAM.TL,MTNORAM.53DV,1682.23,227.73,0,1909.96,4/28/2021 10:04,4/29/2021 13:04,4/26/2021 10:59,4/26/2021 12:07,NO EVENT,NO EVENT
7151,MTNORAM.B21113M00844,3.85377E+18,1081.73,4,715.44,86.58,-4.21002E+18,-2.6417E+17,MEMPHIS,TN,38118,-4.95258E+18,-5.37359E+18,MINOT,ND,58701,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,220.43,31.52,0,251.96,4/23/2021 22:04,5/3/2021 23:05,4/23/2021 17:11,4/23/2021 18:19,NO EVENT,NO EVENT
7152,MTNORAM.B21113M00845,3.85377E+18,961.35,5,734.98,19.16,-4.21002E+18,-2.6417E+17,MEMPHIS,TN,38118,1.21733E+18,-5.37359E+18,GRAND FORKS,ND,58201,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,208.26,29.78,0,238.05,4/23/2021 22:04,5/3/2021 23:05,4/23/2021 17:11,4/23/2021 18:19,NO EVENT,NO EVENT
7153,MTNORAM.B21113M00846,3.85377E+18,793.84,18,11502.96,383.23,-4.21002E+18,-2.6417E+17,MEMPHIS,TN,38118,5.92834E+18,5.1844E+18,HARRISBURG,PA,17104,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,1245.9,178.16,0,1424.06,4/23/2021 22:04,5/3/2021 22:05,4/23/2021 17:11,4/23/2021 18:19,NO EVENT,NO EVENT
7154,MTNORAM.B21113M00847,3.85377E+18,877.72,11,4237.23,154.6,-4.21002E+18,-2.6417E+17,MEMPHIS,TN,38118,8.53321E+18,4.18057E+18,PENNSAUKEN,NJ,8109,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,756.6,108.19,0,864.79,4/23/2021 22:04,4/30/2021 22:04,4/23/2021 17:11,4/23/2021 18:19,NO EVENT,NO EVENT
7155,MTNORAM.B21113M00848,-6.37921E+18,1534.98,0,10717,1246.93,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-5.56601E+18,-2.13922E+18,BOISE,ID,83704-5511,-3.50415E+18,MTNORAM.INTERMODAL,MTNORAM.53IM,3795.66,873,0,4668.66,4/26/2021 4:04,4/28/2021 17:04,4/25/2021 23:00,NO EVENT,NO EVENT,NO EVENT
7156,MTNORAM.B21113M00850,-6.37921E+18,187.21,120,20513,2130.7,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,5.14902E+18,-7.29769E+16,LAWRENCEVILLE,GA,30043-4874,1.09415E+18,MTNORAM.TL,MTNORAM.53DV,800,78.62,0,878.62,4/26/2021 14:04,4/28/2021 13:04,4/26/2021 9:18,4/26/2021 10:18,4/27/2021 17:48,4/28/2021 8:53
7157,MTNORAM.B21113M00851,-6.37921E+18,0,0,4205.6,495.1,-1.81509E+18,4.70279E+18,SAN ANTONIO,TX,78264,3.50311E+18,1.79762E+18,ORLANDO,FL,32808-5638,1.41952E+18,MTNORAM.TL,MTNORAM.53DV,3514,0,0,3514,4/24/2021 13:04,4/27/2021 22:04,4/24/2021 11:51,4/24/2021 12:11,NO EVENT,NO EVENT
7158,MTNORAM.B21113M00854,-6.37921E+18,1389.2,0,1731,281.21,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-7.27683E+18,-5.27158E+18,LOS ANGELES,CA,90019,8.75798E+18,MTNORAM.TL,MTNORAM.45FB,1875.42,430.65,0,2306.07,4/24/2021 14:04,4/26/2021 2:04,4/24/2021 10:16,4/24/2021 10:18,NO EVENT,NO EVENT
7159,MTNORAM.B21113M00855,-6.37921E+18,0,0,17795.26,2468.69,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-4.40461E+18,-3.26445E+18,MEMPHIS,TN,38141-8209,3.19958E+18,MTNORAM.TL,MTNORAM.53DV,2290,0,0,2290,4/26/2021 21:04,4/27/2021 11:04,4/26/2021 16:08,NO EVENT,NO EVENT,NO EVENT
7160,MTNORAM.B21113M00856,-6.37921E+18,0,138,21634,2106.37,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,8.91814E+17,-4.32288E+18,DAYTON,OH,45404,-1.59929E+18,MTNORAM.TL,MTNORAM.53DV,1350,0,0,1350,4/24/2021 16:04,4/26/2021 11:04,4/24/2021 11:53,4/24/2021 14:01,4/24/2021 22:17,4/25/2021 17:27
7161,MTNORAM.B21113M00856,-6.37921E+18,0,138,21634,2106.37,1.30842E+17,5.50413E+18,LEWISBURG,TN,37091,8.91814E+17,-4.32288E+18,DAYTON,OH,45404,-1.59929E+18,MTNORAM.TL,MTNORAM.53DV,1350,0,0,1350,4/24/2021 16:04,4/26/2021 11:04,4/24/2021 11:53,4/24/2021 14:01,4/24/2021 22:17,4/25/2021 17:27
7162,MTNORAM.B21113M00857,-6.37921E+18,327,0,7664.6,884.8,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-5.60158E+18,3.02307E+18,EVANSVILLE,IN,47715,-3.74967E+18,MTNORAM.TL,MTNORAM.53DV,555.9,127.53,0,683.43,4/23/2021 15:04,4/28/2021 17:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7163,MTNORAM.B21113M00857,-6.37921E+18,327,0,7664.6,884.8,3.4104E+18,-1.90812E+18,BYHALIA,MS,38611,-5.60158E+18,3.02307E+18,EVANSVILLE,IN,47715,-3.74967E+18,MTNORAM.TL,MTNORAM.53DV,555.9,127.53,0,683.43,4/23/2021 15:04,4/28/2021 17:04,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7164,MTNORAM.B21113M00858,-6.37921E+18,0,0,22614,2332.57,-1.81509E+18,4.70279E+18,SAN ANTONIO,TX,78264,-7.93472E+16,1.79762E+18,TAMPA,FL,33605,1.41952E+18,MTNORAM.TL,MTNORAM.53DV,3317,0,0,3317,4/24/2021 13:04,4/27/2021 22:04,4/24/2021 10:02,4/24/2021 12:11,NO EVENT,NO EVENT
7165,MTNORAM.B21113M00858,-6.37921E+18,0,0,22614,2332.57,-1.81509E+18,4.70279E+18,SAN ANTONIO,TX,78264,-7.93472E+16,1.79762E+18,TAMPA,FL,33605,1.41952E+18,MTNORAM.TL,MTNORAM.53DV,3317,0,0,3317,4/24/2021 13:04,4/27/2021 22:04,4/24/2021 10:02,4/24/2021 12:11,NO EVENT,NO EVENT
7166,MTNORAM.B21113M00864,8.24222E+18,2150.2,983,20034.71,913.39,2.30774E+18,2.50984E+18,VONORE,TN,37885,-2.02326E+18,4.03684E+18,MIRA LOMA,CA,91752,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,3251.5,838.58,0,4090.08,4/29/2021 19:00,5/4/2021 4:30,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7167,MTNORAM.B21113M00863,8.24222E+18,647.1,0,16239.12,1024.88,2.30774E+18,2.50984E+18,VONORE,TN,37885,-5.30841E+18,-8.46046E+18,WEST PALM BEACH,FL,33407,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,2830.4,293.32,0,3123.72,4/28/2021 21:00,4/30/2021 9:00,4/28/2021 20:29,4/28/2021 20:29,NO EVENT,NO EVENT
7168,MTNORAM.B21113M00861,8.24222E+18,131.31,0,9028.45,696.31,2.30774E+18,2.50984E+18,VONORE,TN,37885,8.02735E+17,4.93863E+18,ATLANTA,GA,30349,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,977.5,65.05,0,1042.55,4/28/2021 18:00,4/29/2021 8:00,4/28/2021 17:16,4/28/2021 20:53,NO EVENT,NO EVENT
7169,MTNORAM.B21113M00862,8.24222E+18,609.7,748,12373.42,843.31,2.30774E+18,2.50984E+18,VONORE,TN,37885,1.43602E+18,2.28612E+18,MORRIS,IL,60450,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,1964.99,237.78,0,2202.77,4/29/2021 11:00,4/30/2021 8:30,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7170,MTNORAM.B21113M00860,8.24222E+18,518,326,9785.07,598.15,2.30774E+18,2.50984E+18,VONORE,TN,37885,-3.48844E+17,-5.56266E+17,MONROVIA,MD,21770,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,2308.96,202.02,0,2510.98,4/29/2021 11:00,4/30/2021 5:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7171,MTNORAM.B21113M00860,8.24222E+18,518,326,9785.07,598.15,2.30774E+18,2.50984E+18,VONORE,TN,37885,-3.48844E+17,-5.56266E+17,MONROVIA,MD,21770,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,2308.96,202.02,0,2510.98,4/29/2021 11:00,4/30/2021 5:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7172,MTNORAM.B21113M00859,8.24222E+18,518,785,12728.87,863.75,2.30774E+18,2.50984E+18,VONORE,TN,37885,2.9595E+18,-7.57944E+18,MONROVIA,MD,21770,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,2308.96,202.02,0,2510.98,4/29/2021 12:00,4/30/2021 7:00,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7173,MTNORAM.B21113M00865,8.24222E+18,709.8,1480,25014.72,1624.14,2.30774E+18,2.50984E+18,VONORE,TN,37885,-1.57064E+17,-3.97046E+18,MONROE TOWNSHIP,NJ,8831,-5.70404E+18,MTNORAM.TL,MTNORAM.53DV,2613.03,276.82,0,2889.85,4/28/2021 20:00,4/30/2021 7:15,NO EVENT,NO EVENT,NO EVENT,NO EVENT
7174,MTNORAM.B21113M00866,-6.37921E+18,1438.83,0,700,155.74,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-7.42465E+18,2.62189E+18,MISSISSAUGA,ON,L5S 1X4,8.28555E+18,MTNORAM.LTL,MTNORAM.53DV,173.84,24.86,0,198.7,4/28/2021 1:04,5/3/2021 11:05,4/27/2021 20:41,NO EVENT,NO EVENT,NO EVENT
7175,MTNORAM.B21113M00867,-6.37921E+18,1438.83,0,2092.95,272.76,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-3.92807E+18,2.62189E+18,MISSISSAUGA,ON,L5S 1X4,8.28555E+18,MTNORAM.LTL,MTNORAM.53DV,173.84,24.86,0,198.7,4/28/2021 1:04,5/3/2021 11:05,4/27/2021 20:41,NO EVENT,NO EVENT,NO EVENT
7176,MTNORAM.B21113M00869,-6.37921E+18,0,0,20145.88,2588.05,6.52111E+18,-1.26233E+18,SAN ANTONIO,TX,78264,-7.42465E+18,2.62189E+18,MISSISSAUGA,ON,L5S 1X4,6.8335E+18,MTNORAM.TL,MTNORAM.53DV,3497,0,0,3497,4/28/2021 1:04,4/30/2021 9:04,4/27/2021 20:47,NO EVENT,NO EVENT,NO EVENT
7177,MTNORAM.B21113M00870,3.34997E+18,406.15,0,8038.54,1299.79,-1.93998E+18,2.00211E+18,SAINT-JEAN-SUR-RICHELIEU,QC,J2W 2H1,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,1.28827E+17,MTNORAM.TL,MTNORAM.53DV,1050,166.75,0,1216.75,4/26/2021 15:04,4/26/2021 23:04,4/26/2021 9:58,4/26/2021 10:02,NO EVENT,NO EVENT
7178,MTNORAM.B21113M00881,3.34997E+18,1278.61,0,494.61,53.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.61851E+18,6.41498E+18,BRENHAM,TX,77833,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,138,19.73,0,157.73,4/27/2021 20:04,4/30/2021 23:04,4/27/2021 15:05,4/27/2021 16:33,NO EVENT,NO EVENT
7179,MTNORAM.B21113M00881,3.34997E+18,1278.61,0,494.61,53.68,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-3.61851E+18,6.41498E+18,BRENHAM,TX,77833,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,138,19.73,0,157.73,4/27/2021 20:04,4/30/2021 23:04,4/27/2021 15:05,4/27/2021 16:33,NO EVENT,NO EVENT
7180,MTNORAM.B21113M00882,3.34997E+18,1408.71,0,352.74,13.89,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,6.57133E+18,-2.52839E+18,BOERNE,TX,78006,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,122.3,17.49,0,139.79,4/27/2021 22:04,5/3/2021 23:05,4/27/2021 18:51,4/27/2021 15:05,NO EVENT,NO EVENT
7181,MTNORAM.B21113M00882,3.34997E+18,1408.71,0,352.74,13.89,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,6.57133E+18,-2.52839E+18,BOERNE,TX,78006,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,122.3,17.49,0,139.79,4/27/2021 22:04,5/3/2021 23:05,4/27/2021 18:51,4/27/2021 15:05,NO EVENT,NO EVENT
7182,MTNORAM.B21113M00878,3.34997E+18,1368.04,0,1940.04,145.8,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-1.03051E+18,1.442E+17,VICTORIA,TX,77901,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,427.94,61.2,0,489.14,4/27/2021 19:04,5/4/2021 23:05,4/27/2021 15:05,4/27/2021 15:05,NO EVENT,NO EVENT
7183,MTNORAM.B21113M00878,3.34997E+18,1368.04,0,1940.04,145.8,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-1.03051E+18,1.442E+17,VICTORIA,TX,77901,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,427.94,61.2,0,489.14,4/27/2021 19:04,5/4/2021 23:05,4/27/2021 15:05,4/27/2021 15:05,NO EVENT,NO EVENT
7184,MTNORAM.B21113M00879,3.34997E+18,1189.14,0,423.28,35.17,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-6.52722E+18,4.2856E+18,RICHARDSON,TX,75080,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,306.73,43.86,0,350.6,4/27/2021 19:04,5/3/2021 23:05,4/27/2021 15:05,4/27/2021 15:05,NO EVENT,NO EVENT
7185,MTNORAM.B21113M00879,3.34997E+18,1189.14,0,423.28,35.17,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-6.52722E+18,4.2856E+18,RICHARDSON,TX,75080,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,306.73,43.86,0,350.6,4/27/2021 19:04,5/3/2021 23:05,4/27/2021 15:05,4/27/2021 15:05,NO EVENT,NO EVENT
7186,MTNORAM.B21113M00880,3.34997E+18,1291.17,0,615,59,-7.51394E+18,-8.23352E+18,CARLISLE,PA,17013,-6.26402E+18,5.1527E+18,STRAWN,TX,76475,-6.16428E+18,MTNORAM.LTL,MTNORAM.53DV,160.19,22.91,0,183.1,4/27/2021 19:04,5/3/2021 23:05,4/27/2021 15:05,4/27/2021 15:05,NO EVENT,NO EVENT
